iter	Passed	Remaining
509	750453	3663977
510	752242	3664053
511	753549	3661780
512	755158	3660971
513	756592	3659314
514	757970	3657392
515	759539	3656389
516	761152	3655591
517	763111	3656451
518	764620	3655151
519	766164	3654016
520	767591	3652319
521	769247	3651714
522	770868	3650940
523	772370	3649597
524	774032	3649010
525	775365	3646872
526	777612	3649024
527	779004	3647156
528	780413	3645370
529	782044	3644624
530	783753	3644233
531	785475	3643898
532	787126	3643229
533	788623	3641846
534	790397	3641738
535	792478	3643037
536	793856	3641097
537	795384	3639845
538	796890	3638494
539	798426	3637276
540	799777	3635218
541	801392	3634358
542	802889	3632965
543	804559	3632348
544	806431	3632641
545	807999	3631559
546	809534	3630325
547	811013	3628841
548	812516	3627464
549	814117	3626524
550	815626	3625170
551	817122	3623761
552	818892	3623563
553	820642	3623272
554	822232	3622265
555	823717	3620803
556	825029	3618577
557	826429	3616741
558	827975	3615541
559	829502	3614258
560	831056	3613095
561	832945	3613381
562	834696	3613064
563	836263	3611947
564	837633	3609978
565	839229	3608984
566	840821	3607968
567	842411	3606945
568	843864	3605331
569	845455	3604311
570	847502	3605227
571	849179	3604561
572	850605	3602826
573	852273	3602118
574	853783	3600740
575	855450	3600020
576	857086	3599167
577	858453	3597187
578	859934	3595683
579	861980	3596539
580	863727	3596137
581	865302	3595021
582	866784	3593511
583	868452	3592777
584	869773	3590601
585	871313	3589335
586	872862	3588106
587	874322	3586507
588	876105	3586231
589	877960	3586247
590	879689	3585738
591	881266	3584610
592	882955	3583934
593	884270	3581743
594	885611	3579656
595	887251	3578779
596	888836	3577677
597	890396	3576476
598	891907	3575076
599	893591	3574366
600	895281	3573679
601	896892	3572673
602	898207	3570486
603	899631	3568738
604	901168	3567435
605	902786	3566453
606	904172	3564553
607	905717	3563284
608	907575	3563238
609	909410	3563100
610	911052	3562200
611	912453	3560357
612	913904	3558710
613	915470	3557512
614	917079	3556478
615	918624	3555195
616	919997	3553248
617	921570	3552072
618	923475	3552171
619	925088	3551146
620	926666	3549982
621	928192	3548621
622	929737	3547327
623	931093	3545316
624	932614	3543933
625	934148	3542601
626	936423	3544070
627	938160	3543498
628	939475	3541330
629	941012	3539998
630	942364	3537973
631	943732	3536010
632	945300	3534798
633	946879	3533624
634	948274	3531762
635	950027	3531234
636	951770	3530665
637	953114	3528613
638	954516	3526780
639	956160	3525840
640	957745	3524681
641	959344	3523573
642	960790	3521903
643	962153	3519928
644	963927	3519455
645	965771	3519236
646	967242	3517652
647	968859	3516602
648	970544	3515792
649	972187	3514833
650	973748	3513571
651	975309	3512312
652	976865	3511032
653	978861	3511327
654	980633	3510817
655	982256	3509769
656	983594	3507704
657	985253	3506784
658	986813	3505507
659	988201	3503624
660	989780	3502415
661	991225	3500734
662	993146	3500728
663	995195	3501171
664	996662	3499558
665	998267	3498432
666	999789	3497015
667	1001187	3495161
668	1002725	3493800
669	1004289	3492528
670	1005793	3491049
671	1007587	3490569
672	1009455	3490345
673	1010917	3488713
674	1012238	3486598
675	1013666	3484852
676	1015232	3483582
677	1016781	3482252
678	1018106	3480153
679	1019739	3479109
680	1021481	3478436
681	1023271	3477924
682	1024782	3476457
683	1026325	3475100
684	1027859	3473716
685	1029193	3471652
686	1030756	3470362
687	1032099	3468333
688	1033473	3466410
689	1035065	3465220
690	1036734	3464284
691	1038776	3464589
692	1040355	3463349
693	1041866	3461880
694	1043499	3460815
695	1045103	3459654
696	1046694	3458448
697	1048301	3457291
698	1049681	3455388
699	1051507	3454952
700	1053323	3454480
701	1054696	3452554
702	1056298	3451376
703	1057890	3450165
704	1059476	3448933
705	1060822	3446922
706	1062257	3445199
707	1063735	3443618
708	1066060	3444772
709	1067454	3442917
710	1068803	3440914
711	1070535	3440146
712	1072010	3438552
713	1073400	3436685
714	1074952	3435338
715	1076683	3434561
716	1078793	3434986
717	1080732	3434861
718	1082378	3433804
719	1083959	3432539
720	1085597	3431450
721	1087181	3430194
722	1088782	3428986
723	1090320	3427581
724	1092706	3428838
725	1094083	3426922
726	1095565	3425338
727	1097192	3424205
728	1098860	3423197
729	1100198	3421166
730	1101699	3419637
731	1103117	3417856
732	1104497	3415956
733	1106985	3417476
734	1108379	3415618
735	1109928	3414237
736	1111396	3412604
737	1112728	3410558
738	1114373	3409468
739	1115755	3407579
740	1117297	3406175
741	1118986	3405218
742	1121062	3405435
743	1122696	3404306
744	1124202	3402787
745	1125887	3401810
746	1127247	3399852
747	1128828	3398559
748	1130453	3397396
749	1132041	3396124
750	1134514	3397500
751	1136038	3396029
752	1137680	3394911
753	1139091	3393101
754	1140821	3392244
755	1142196	3390329
756	1143780	3389035
757	1145177	3387188
758	1146661	3385598
759	1147985	3383534
760	1149332	3381544
761	1150678	3379553
762	1152081	3377727
763	1153646	3376377
764	1155023	3374481
765	1156598	3373160
766	1157920	3371104
767	1159429	3369591
768	1161350	3369274
769	1163348	3369177
770	1164988	3368041
771	1166721	3367169
772	1168269	3365765
773	1169770	3364222
774	1171578	3363563
775	1173687	3363763
776	1175575	3363325
777	1177295	3362405
778	1178886	3361112
779	1180581	3360116
780	1182371	3359388
781	1183955	3358073
782	1185308	3356103
783	1186924	3354877
784	1188614	3353861
785	1190847	3354372
786	1192946	3354498
787	1194656	3353527
788	1196438	3352755
789	1198040	3351481
790	1199846	3350770
791	1201454	3349509
792	1203103	3348358
793	1204511	3346539
794	1206452	3346199
795	1208495	3346134
796	1210307	3345429
797	1212234	3345039
798	1214224	3344815
799	1215829	3343532
800	1217373	3342077
801	1219157	3341281
802	1220919	3340422
803	1222815	3339928
804	1225300	3341036
805	1226973	3339924
806	1228592	3338666
807	1230358	3337805
808	1232196	3337135
809	1233782	3335781
810	1235580	3335000
811	1237120	3333523
812	1239181	3333444
813	1241131	3333064
814	1242878	3332135
815	1244501	3330870
816	1246121	3329600
817	1247836	3328581
818	1249289	3326862
819	1250837	3325397
820	1252443	3324084
821	1254962	3325193
822	1256634	3324049
823	1258273	3322820
824	1259955	3321700
825	1261692	3320725
826	1263291	3319385
827	1264969	3318252
828	1266632	3317079
829	1268159	3315548
830	1269912	3314608
831	1271970	3314461
832	1273628	3313269
833	1275371	3312295
834	1276770	3310429
835	1278430	3309238
836	1279942	3307664
837	1281646	3306587
838	1283281	3305329
839	1285865	3306511
840	1287551	3305377
841	1289045	3303753
842	1290641	3302389
843	1292301	3301188
844	1293934	3299914
845	1295390	3298192
846	1297040	3296963
847	1299072	3296702
848	1300832	3295747
849	1302533	3294644
850	1304246	3293566
851	1305610	3291610
852	1307236	3290312
853	1308662	3288511
854	1310413	3287529
855	1311919	3285928
856	1314484	3286977
857	1316082	3285604
858	1317788	3284499
859	1319471	3283336
860	1321208	3282305
861	1322642	3280520
862	1324306	3279307
863	1325925	3277983
864	1328474	3278951
865	1329952	3277273
866	1331396	3275511
867	1332994	3274128
868	1334614	3272800
869	1336301	3271635
870	1337781	3269960
871	1339204	3268149
872	1340936	3267093
873	1343664	3268456
874	1345415	3267438
875	1346902	3265776
876	1348404	3264153
877	1350084	3262959
878	1351574	3261307
879	1353202	3259987
880	1354677	3258298
881	1356681	3257881
882	1358955	3258107
883	1360762	3257210
884	1362468	3256068
885	1364139	3254842
886	1365781	3253546
887	1367209	3251741
888	1368709	3250107
889	1370581	3249356
890	1372883	3249619
891	1374581	3248449
892	1376071	3246789
893	1377707	3245471
894	1379377	3244233
895	1381088	3243091
896	1382533	3241323
897	1384173	3240015
898	1385815	3238707
899	1388256	3239264
900	1389994	3238177
901	1391665	3236934
902	1393348	3235717
903	1394907	3234210
904	1396569	3232942
905	1398252	3231722
906	1399924	3230477
907	1401390	3228754
908	1403286	3228022
909	1405422	3227838
910	1406866	3226064
911	1408366	3224418
912	1409855	3222748
913	1411239	3220838
914	1412970	3219718
915	1414604	3218380
916	1416111	3216751
917	1417639	3215169
918	1419710	3214818
919	1421915	3214764
920	1423420	3213129
921	1425050	3211773
922	1426626	3210295
923	1428332	3209110
924	1429840	3207480
925	1431470	3206123
926	1433092	3204747
927	1434523	3202943
928	1436870	3203184
929	1438283	3201339
930	1439785	3199694
931	1441259	3197988
932	1443131	3197163
933	1444605	3195455
934	1446188	3193989
935	1447833	3192659
936	1449398	3191150
937	1451867	3191631
938	1453684	3190674
939	1455482	3189673
940	1456930	3187906
941	1458621	3186670
942	1460163	3185106
943	1461817	3183788
944	1463474	3182475
945	1465213	3181341
946	1467681	3181785
947	1469127	3180010
948	1470963	3179079
949	1472568	3177648
950	1474062	3175976
951	1475647	3174501
952	1477274	3173117
953	1478942	3171821
954	1481247	3171886
955	1482845	3170434
956	1484528	3169165
957	1485973	3167388
958	1487399	3165571
959	1489068	3164270
960	1490482	3162428
961	1492000	3160807
962	1493769	3159717
963	1496143	3159905
964	1497992	3158979
965	1499397	3157117
966	1501165	3156018
967	1502805	3154649
968	1504506	3153408
969	1506071	3151881
970	1507805	3150707
971	1509649	3149762
972	1512023	3149918
973	1514561	3150411
974	1516335	3149312
975	1518338	3148684
976	1520315	3148002
977	1522138	3146997
978	1523944	3145956
979	1525417	3144228
980	1526930	3142581
981	1528431	3140911
982	1530276	3139945
983	1532505	3139766
984	1534155	3138400
985	1535947	3137319
986	1537631	3136021
987	1539138	3134359
988	1540917	3133251
989	1542733	3132215
990	1544530	3131141
991	1546203	3129816
992	1549051	3130862
993	1550605	3129291
994	1552476	3128357
995	1554282	3127291
996	1555818	3125680
997	1557562	3124489
998	1559255	3123192
999	1560780	3121560
1000	1562532	3120382
1001	1564160	3118954
1002	1565904	3117757
1003	1568535	3118324
1004	1570005	3116578
1005	1571746	3115370
1006	1573194	3113580
1007	1574779	3112064
1008	1576350	3110519
1009	1577804	3108744
1010	1579469	3107383
1011	1581199	3106151
1012	1583331	3105706
1013	1585239	3104817
1014	1586824	3103296
1015	1588356	3101672
1016	1589880	3100031
1017	1591381	3098347
1018	1593078	3097044
1019	1594833	3095852
1020	1596593	3094670
1021	1598369	3093517
1022	1600592	3093228
1023	1602470	3092268
1024	1603926	3090492
1025	1605385	3088724
1026	1606973	3087203
1027	1608657	3085869
1028	1610328	3084506
1029	1611930	3083013
1030	1613358	3081185
1031	1614869	3079518
1032	1617185	3079383
1033	1618975	3078245
1034	1620583	3076760
1035	1622082	3075066
1036	1623449	3073125
1037	1624882	3071309
1038	1626339	3069539
1039	1627884	3067936
1040	1629587	3066629
1041	1631261	3065267
1042	1633292	3064575
1043	1634875	3063041
1044	1636442	3061478
1045	1637958	3059818
1046	1639517	3058241
1047	1641179	3056852
1048	1642795	3055380
1049	1644524	3054116
1050	1646059	3052492
1051	1647799	3051249
1052	1649508	3049946
1053	1651398	3048977
1054	1653055	3047576
1055	1654478	3045744
1056	1656094	3044268
1057	1657453	3042321
1058	1659007	3040729
1059	1660936	3039826
1060	1662469	3038198
1061	1664060	3036675
1062	1666170	3036097
1063	1667758	3034568
1064	1669595	3033491
1065	1671468	3032476
1066	1672987	3030819
1067	1674416	3029001
1068	1675995	3027452
1069	1677436	3025656
1070	1678816	3023750
1071	1680412	3022234
1072	1682098	3020879
1073	1683960	3019840
1074	1685636	3018466
1075	1687088	3016689
1076	1688679	3015163
1077	1690305	3013697
1078	1691834	3012061
1079	1693716	3011051
1080	1695256	3009433
1081	1697005	3008184
1082	1699077	3007508
1083	1700872	3006338
1084	1702442	3004771
1085	1704018	3003215
1086	1705703	3001849
1087	1707363	3000440
1088	1708957	2998914
1089	1710500	2997298
1090	1711891	2995417
1091	1713527	2993965
1092	1715025	2992272
1093	1716320	2990225
1094	1717869	2988622
1095	1719351	2986902
1096	1720654	2984873
1097	1721986	2982894
1098	1723318	2980916
1099	1724774	2979156
1100	1726108	2977184
1101	1727668	2975603
1102	1729027	2973677
1103	1730443	2971848
1104	1731923	2970131
1105	1733484	2968552
1106	1735089	2967050
1107	1736508	2965229
1108	1737813	2963214
1109	1739292	2961497
1110	1740906	2960010
1111	1742415	2958346
1112	1743957	2956736
1113	1745347	2954870
1114	1746716	2952969
1115	1748104	2951100
1116	1749455	2949170
1117	1751051	2947656
1118	1752576	2946019
1119	1753856	2943973
1120	1755280	2942169
1121	1756793	2940515
1122	1758232	2938737
1123	1759559	2936773
1124	1761084	2935140
1125	1762424	2933200
1126	1763908	2931499
1127	1765446	2929889
1128	1766971	2928258
1129	1768395	2926460
1130	1769944	2924867
1131	1771479	2923253
1132	1773144	2921854
1133	1774796	2920431
1134	1776397	2918926
1135	1777996	2917417
1136	1779535	2915808
1137	1781248	2914486
1138	1782853	2912985
1139	1784549	2911633
1140	1786144	2910116
1141	1787708	2908548
1142	1789276	2906987
1143	1790845	2905427
1144	1792467	2903954
1145	1793831	2902061
1146	1795404	2900510
1147	1797052	2899077
1148	1798771	2897760
1149	1800237	2896033
1150	1801744	2894374
1151	1803516	2893141
1152	1805135	2891661
1153	1806868	2890363
1154	1808359	2888677
1155	1810008	2887244
1156	1811409	2885416
1157	1812849	2883651
1158	1814620	2882412
1159	1816130	2880759
1160	1817613	2879062
1161	1819204	2877536
1162	1820768	2875969
1163	1822336	2874406
1164	1823742	2872590
1165	1825174	2870815
1166	1826618	2869058
1167	1828290	2867660
1168	1829889	2866148
1169	1831405	2864506
1170	1832965	2862932
1171	1834355	2861094
1172	1835724	2859222
1173	1837365	2857776
1174	1838920	2856195
1175	1840443	2854566
1176	1842051	2853067
1177	1843600	2851477
1178	1845052	2849737
1179	1846596	2848140
1180	1848178	2846601
1181	1849597	2844812
1182	1851225	2843344
1183	1852806	2841803
1184	1854202	2839980
1185	1855624	2838197
1186	1857095	2836491
1187	1858666	2834936
1188	1860366	2833577
1189	1861888	2831947
1190	1863636	2830662
1191	1865258	2829183
1192	1866705	2827440
1193	1868367	2826022
1194	1869985	2824538
1195	1871405	2822755
1196	1872939	2821143
1197	1874521	2819606
1198	1876195	2818205
1199	1877731	2816597
1200	1879287	2815018
1201	1880998	2813673
1202	1882771	2812418
1203	1884326	2810838
1204	1885811	2809155
1205	1887262	2807420
1206	1888635	2805570
1207	1890207	2804016
1208	1891577	2802163
1209	1893095	2800530
1210	1894714	2799045
1211	1896241	2797424
1212	1897772	2795810
1213	1899437	2794394
1214	1900961	2792770
1215	1902541	2791228
1216	1904077	2789621
1217	1905715	2788165
1218	1907317	2786654
1219	1908718	2784851
1220	1910319	2783340
1221	1911843	2781716
1222	1913430	2780184
1223	1914814	2778358
1224	1916385	2776804
1225	1917888	2775149
1226	1919256	2773302
1227	1920799	2771707
1228	1922436	2770248
1229	1923942	2768600
1230	1925380	2766854
1231	1926831	2765128
1232	1928217	2763309
1233	1929937	2761968
1234	1931543	2760465
1235	1933023	2758781
1236	1934515	2757114
1237	1935854	2755230
1238	1937298	2753497
1239	1938734	2751751
1240	1940166	2750002
1241	1941561	2748201
1242	1943190	2746729
1243	1944612	2744967
1244	1946181	2743411
1245	1947674	2741751
1246	1949340	2740331
1247	1950927	2738802
1248	1952499	2737251
1249	1954067	2735694
1250	1955704	2734234
1251	1957213	2732594
1252	1958702	2730927
1253	1960311	2729429
1254	1961862	2727849
1255	1963467	2726343
1256	1965064	2724826
1257	1966622	2723256
1258	1968207	2721723
1259	1969790	2720186
1260	1971348	2718616
1261	1972838	2716952
1262	1974400	2715386
1263	1975872	2713697
1264	1977438	2712139
1265	1978927	2710474
1266	1980545	2708985
1267	1982120	2707438
1268	1983726	2705934
1269	1985153	2704184
1270	1986663	2702549
1271	1988211	2700966
1272	1989792	2699427
1273	1991198	2697651
1274	1992753	2696077
1275	1994333	2694538
1276	1995593	2692567
1277	1997262	2691147
1278	1998938	2689737
1279	2000309	2687916
1280	2001850	2686323
1281	2003410	2684757
1282	2004816	2682985
1283	2006414	2681469
1284	2007917	2679828
1285	2009581	2678400
1286	2010936	2676561
1287	2012481	2674975
1288	2014109	2673500
1289	2015699	2671973
1290	2017329	2670500
1291	2018663	2668635
1292	2020023	2666806
1293	2021588	2665247
1294	2023271	2663843
1295	2024905	2662375
1296	2026414	2660743
1297	2028085	2659322
1298	2029453	2657506
1299	2031109	2656065
1300	2032730	2654580
1301	2034276	2652996
1302	2035652	2651191
1303	2037206	2649618
1304	2038716	2647987
1305	2040327	2646488
1306	2041963	2645022
1307	2043586	2643538
1308	2045043	2641840
1309	2046653	2640339
1310	2048060	2638577
1311	2049667	2637072
1312	2051056	2635287
1313	2052703	2633834
1314	2054342	2632369
1315	2055707	2630555
1316	2057033	2628691
1317	2058402	2626883
1318	2059846	2625172
1319	2061462	2623678
1320	2063042	2622140
1321	2064766	2620785
1322	2066416	2619335
1323	2067911	2617689
1324	2069450	2616097
1325	2070884	2614374
1326	2072441	2612807
1327	2074129	2611403
1328	2075786	2609961
1329	2077214	2608231
1330	2079003	2606954
1331	2080382	2605164
1332	2082062	2603749
1333	2083602	2602159
1334	2084996	2600388
1335	2086681	2598980
1336	2088510	2597750
1337	2090170	2596311
1338	2091730	2594745
1339	2093235	2593112
1340	2094753	2591495
1341	2096227	2589825
1342	2097777	2588248
1343	2099306	2586645
1344	2100911	2585136
1345	2102302	2583364
1346	2103885	2581828
1347	2105533	2580371
1348	2106974	2578661
1349	2108522	2577082
1350	2110103	2575543
1351	2111682	2574003
1352	2113226	2572420
1353	2114779	2570847
1354	2116349	2569295
1355	2117687	2567461
1356	2119184	2565822
1357	2120798	2564323
1358	2122150	2562508
1359	2123470	2560655
1360	2125008	2559065
1361	2126640	2557590
1362	2128072	2555873
1363	2129688	2554377
1364	2131334	2552916
1365	2133011	2551493
1366	2134413	2549742
1367	2135871	2548056
1368	2137407	2546465
1369	2138834	2544745
1370	2139584	2542220
1371	2141278	2540817
1372	2142892	2539320
1373	2144510	2537827
1374	2146131	2536337
1375	2147737	2534829
1376	2149365	2533347
1377	2150699	2531519
1378	2152120	2529794
1379	2153797	2528370
1380	2155414	2526876
1381	2156920	2525251
1382	2158428	2523629
1383	2159917	2521984
1384	2161215	2520118
1385	2162824	2518613
1386	2164211	2516851
1387	2165800	2515324
1388	2167432	2513847
1389	2168894	2512173
1390	2170549	2510722
1391	2172110	2509162
1392	2173514	2507420
1393	2174885	2505642
1394	2176477	2504119
1395	2178078	2502606
1396	2179649	2501058
1397	2181299	2499600
1398	2182657	2497809
1399	2184065	2496074
1400	2185659	2494553
1401	2187381	2493177
1402	2189026	2491714
1403	2190848	2490452
1404	2192192	2488645
1405	2193841	2487185
1406	2195205	2485402
1407	2196787	2483867
1408	2198232	2482177
1409	2199883	2480719
1410	2201875	2479645
1411	2203464	2478116
1412	2205114	2476656
1413	2206865	2475310
1414	2208453	2473779
1415	2210079	2472292
1416	2211768	2470874
1417	2213333	2469318
1418	2214873	2467733
1419	2216463	2466206
1420	2218140	2464774
1421	2219808	2463332
