iter	RMSE
1519	0.3820635258
1520	0.3820434207
1521	0.3820212989
1522	0.3820005709
1523	0.3819903443
1524	0.3819753542
1525	0.3819579432
1526	0.3819403871
1527	0.3819251672
1528	0.3819002135
1529	0.381870138
1530	0.3818531969
1531	0.3818443641
1532	0.3818283665
1533	0.3818019442
1534	0.3817834452
1535	0.3817579651
1536	0.381738685
1537	0.3817218086
1538	0.3816963001
1539	0.38168777
1540	0.38166611
1541	0.381654829
1542	0.3816353207
1543	0.3816238565
1544	0.3816045651
1545	0.3815788427
1546	0.3815596698
1547	0.3815450354
1548	0.3815317647
1549	0.3815211854
1550	0.3814934103
1551	0.3814689421
1552	0.3814519516
1553	0.3814345006
1554	0.3814164294
1555	0.381401085
1556	0.3813928119
1557	0.3813813272
1558	0.3813619143
1559	0.3813428724
1560	0.3813365365
1561	0.3813179665
1562	0.3813055369
1563	0.3812784955
1564	0.381263946
1565	0.3812373982
1566	0.3812245984
1567	0.3811965498
1568	0.3811754466
1569	0.3811529874
1570	0.3811307403
1571	0.3811087319
1572	0.3810797085
1573	0.3810649851
1574	0.3810494584
1575	0.3810242568
1576	0.3809955647
1577	0.3809817072
1578	0.3809559842
1579	0.3809398491
1580	0.3809279016
1581	0.3809197186
1582	0.3808958107
1583	0.3808774692
1584	0.3808628597
1585	0.3808436567
1586	0.3808249049
1587	0.3808099555
1588	0.3808024051
1589	0.3807899378
1590	0.3807779046
1591	0.3807708594
1592	0.3807610541
1593	0.3807428303
1594	0.3807272304
1595	0.3807060103
1596	0.3806771663
1597	0.3806619172
1598	0.3806429234
1599	0.380631271
1600	0.3806200564
1601	0.3805941587
1602	0.3805627711
1603	0.3805509193
1604	0.38053696
1605	0.3805307365
1606	0.3805163175
1607	0.3804987838
1608	0.3804876764
1609	0.3804544641
1610	0.3804355602
1611	0.3804150348
1612	0.3804067739
1613	0.3803955179
1614	0.3803769929
1615	0.3803693749
1616	0.380358207
1617	0.3803413849
1618	0.3803152594
1619	0.380304034
1620	0.3802849121
1621	0.3802500686
1622	0.3802306663
1623	0.3802227017
1624	0.380207143
1625	0.3801998382
1626	0.3801852867
1627	0.3801680804
1628	0.380148364
1629	0.3801255378
1630	0.3801170434
1631	0.3801042757
1632	0.3800926497
1633	0.3800823343
1634	0.3800529854
1635	0.3800455757
1636	0.3800184652
1637	0.3800028794
1638	0.3799779102
1639	0.379948055
1640	0.3799337038
1641	0.3799252151
1642	0.3799053627
1643	0.3798892986
1644	0.3798710281
1645	0.3798556453
1646	0.3798393335
1647	0.3798055815
1648	0.3797871186
1649	0.3797576559
1650	0.3797446128
1651	0.3797216353
1652	0.3797106129
1653	0.3797007251
1654	0.3796837195
1655	0.3796642535
1656	0.3796420832
1657	0.3796103507
1658	0.3795963705
1659	0.3795729664
1660	0.379557649
1661	0.3795406961
1662	0.3795264904
1663	0.3795136969
1664	0.379493098
1665	0.379473758
1666	0.3794544891
1667	0.3794397898
1668	0.3794084129
1669	0.3793964283
1670	0.3793830257
1671	0.3793628502
1672	0.3793455098
1673	0.3793225985
1674	0.3793051692
1675	0.3792951153
1676	0.3792805616
1677	0.3792493392
1678	0.379236443
1679	0.3792231022
1680	0.379217255
1681	0.3791988492
1682	0.3791838034
1683	0.3791702978
1684	0.3791507901
1685	0.3791349207
1686	0.3791134027
1687	0.3790964334
1688	0.3790769767
1689	0.3790615334
1690	0.3790490313
1691	0.3790294111
1692	0.3790183494
1693	0.3790063528
1694	0.3789860761
1695	0.3789732016
1696	0.3789583045
1697	0.3789386573
1698	0.378928868
1699	0.3789195196
1700	0.3788927438
1701	0.3788609458
1702	0.3788479448
1703	0.3788299008
1704	0.3788141635
1705	0.3787946977
1706	0.3787828731
1707	0.3787688215
1708	0.3787480962
1709	0.3787291969
1710	0.3787190804
1711	0.3786927293
1712	0.3786683031
1713	0.3786531183
1714	0.3786220728
1715	0.3786064641
1716	0.3785946022
1717	0.3785718383
1718	0.3785585556
1719	0.3785493532
1720	0.3785428816
1721	0.3785328053
1722	0.37850748
1723	0.3784851762
1724	0.3784604109
1725	0.3784477296
1726	0.3784402639
1727	0.3784296376
1728	0.3784118621
1729	0.3783903336
1730	0.3783734217
1731	0.3783584474
1732	0.378344158
1733	0.3783269704
1734	0.3783163492
1735	0.3782937392
1736	0.3782686564
1737	0.3782409283
1738	0.3782222402
1739	0.3782106076
1740	0.3781896476
1741	0.3781745917
1742	0.3781679183
1743	0.3781517795
1744	0.3781358657
1745	0.3781170923
1746	0.3781017018
1747	0.3780860256
1748	0.3780710137
1749	0.3780599814
1750	0.3780501975
1751	0.3780381298
1752	0.3780229027
1753	0.378007675
1754	0.3779955202
1755	0.3779843654
1756	0.3779667143
1757	0.3779472204
1758	0.3779269529
1759	0.3779135809
1760	0.3779015198
1761	0.3778940019
1762	0.377874361
1763	0.377860396
1764	0.3778517184
1765	0.3778438492
1766	0.3778188323
1767	0.37779537
1768	0.377780436
1769	0.3777651244
1770	0.3777432078
1771	0.3777290682
1772	0.3777165852
1773	0.3777026301
1774	0.3776917337
1775	0.3776841416
1776	0.377644918
1777	0.3776236955
1778	0.3775864801
1779	0.3775531359
1780	0.377538382
1781	0.377518563
1782	0.3775072644
1783	0.3774744836
1784	0.3774515592
1785	0.3774360905
1786	0.3774229108
1787	0.377408215
1788	0.37739543
1789	0.3773888334
1790	0.3773661881
1791	0.3773482014
1792	0.377336097
1793	0.3773161438
1794	0.3772995673
1795	0.3772856546
1796	0.3772764805
1797	0.3772642507
1798	0.377249613
1799	0.3772286475
1800	0.3772120637
1801	0.3771994803
1802	0.3771816911
1803	0.377158881
1804	0.3771295523
1805	0.3771153646
1806	0.3771036736
1807	0.3770799873
1808	0.3770519757
1809	0.3770191205
1810	0.376990492
1811	0.3769804985
1812	0.3769634804
1813	0.3769441731
1814	0.376936618
1815	0.376924952
1816	0.3769093969
1817	0.3768718626
1818	0.3768625303
1819	0.3768459481
1820	0.3768302246
1821	0.3768097862
1822	0.3767888554
1823	0.3767720272
1824	0.3767584247
1825	0.3767446244
1826	0.3767379467
1827	0.3767214231
1828	0.3767071193
1829	0.3766830835
1830	0.3766702634
1831	0.3766529938
1832	0.3766361692
1833	0.3766087624
1834	0.3765971985
1835	0.3765874965
1836	0.3765725093
1837	0.3765604354
1838	0.3765371383
1839	0.3765239981
1840	0.3765093659
1841	0.3765011423
1842	0.3764901074
1843	0.3764699459
1844	0.3764568817
1845	0.3764407061
1846	0.3764249493
1847	0.3764175548
1848	0.3764097297
