iter	RMSE
260	0.4733230303
261	0.4727373928
262	0.4723882629
263	0.4720140314
264	0.4718668187
265	0.4717404845
266	0.4713353655
267	0.4710006134
268	0.4705028623
269	0.4703582716
270	0.4700139924
271	0.4695805551
272	0.4693242518
273	0.469068283
274	0.4687709784
275	0.4684266368
276	0.4678591935
277	0.4675644361
278	0.4671139249
279	0.4669507886
280	0.466796362
281	0.4663260416
282	0.4659091875
283	0.4657164616
284	0.4655666056
285	0.4651455685
286	0.4649363486
287	0.4648050292
288	0.4646018292
289	0.4643585884
290	0.464118127
291	0.4639561654
292	0.4637166511
293	0.4633387905
294	0.4631299275
295	0.4629214022
296	0.4625473086
297	0.462148513
298	0.461812942
299	0.4615249217
300	0.4612749156
301	0.4610723989
302	0.4608021349
303	0.4605166264
304	0.4602312781
305	0.460019044
306	0.4595444773
307	0.4594086639
308	0.4591079693
309	0.4589644539
310	0.4586953596
311	0.4586013432
312	0.4584040416
313	0.4583047091
314	0.4578681297
315	0.4575299755
316	0.4574225174
317	0.4570895901
318	0.4569035301
319	0.4566489345
320	0.4561686925
321	0.4559974104
322	0.4557056625
323	0.455192951
324	0.4550253925
325	0.4548549632
326	0.4546716858
327	0.4545331027
328	0.4543771866
329	0.4540344103
330	0.4539516059
331	0.4536495565
332	0.4535352118
333	0.453414586
334	0.4531658977
335	0.4528914201
336	0.4527301077
337	0.4525659102
338	0.4524094733
339	0.4522554651
340	0.4521192623
341	0.4519445731
342	0.4517511745
343	0.4515892877
344	0.4514777355
345	0.4513034694
346	0.451100528
347	0.4507064775
348	0.4503007741
349	0.4502215196
350	0.449966042
351	0.4498423624
352	0.449553408
353	0.4494709926
354	0.4493027214
355	0.4491774572
356	0.4490482998
357	0.4487858198
358	0.4486169301
359	0.4484478825
360	0.4483802684
361	0.4482250242
362	0.4479924362
363	0.4478541355
364	0.4477315443
365	0.447472762
366	0.4473071161
367	0.4470004054
368	0.4466738888
369	0.4465906776
370	0.4464860762
371	0.4463111003
372	0.4461514315
373	0.4460212742
374	0.4458390102
375	0.4457083223
376	0.4456107961
377	0.4455105992
378	0.4453347688
379	0.445188537
380	0.4450008374
381	0.4447322244
382	0.4445614921
383	0.4444072878
384	0.4443025228
385	0.4441746523
386	0.4440826528
387	0.4440072862
388	0.4438722125
389	0.4438096254
390	0.4436614032
391	0.4435302786
392	0.4434423522
393	0.4433138612
394	0.4430623462
395	0.4429422872
396	0.4426416711
397	0.4424601989
398	0.4423140816
399	0.442179015
400	0.4420579498
401	0.4419725723
402	0.4418532273
403	0.44158528
404	0.4413294713
405	0.4412593359
406	0.4409577414
407	0.4408535282
408	0.4407030346
409	0.4405365163
410	0.4404798939
411	0.4403798088
412	0.4402236616
413	0.4399724576
414	0.4398418463
415	0.439702247
416	0.4395248965
417	0.4392562656
418	0.438999148
419	0.4387602097
420	0.4386878732
421	0.4385671154
422	0.4384683392
423	0.4383688677
424	0.4382263546
425	0.4381617919
426	0.4380636669
427	0.4379504206
428	0.4378234628
429	0.4377309079
430	0.4375909973
431	0.4373763565
432	0.4372677995
433	0.4371821587
434	0.436939873
435	0.4368858329
436	0.4367085577
437	0.4365160876
438	0.4364703225
439	0.4362900273
440	0.4360829842
441	0.4359342461
442	0.4357517772
443	0.4356307027
444	0.4354537477
445	0.4352232587
446	0.4350807373
447	0.4349137319
448	0.4348210397
449	0.4347388248
450	0.4346211629
451	0.434525213
452	0.4344045182
453	0.4342563639
454	0.4341888493
455	0.4340924228
456	0.4340091715
457	0.433851205
458	0.4337985846
459	0.4336574034
460	0.433439065
461	0.4333870878
462	0.4332868914
463	0.4331274805
464	0.4330513941
465	0.4328843744
466	0.4327767847
467	0.4327124998
468	0.4326682175
469	0.4324711221
470	0.4323078681
471	0.4321457883
472	0.4321061604
473	0.4319961685
474	0.4318927833
475	0.4317620534
476	0.4317228135
477	0.4315676655
478	0.4313836245
479	0.4312161388
480	0.4311114474
481	0.4310225013
482	0.4309154902
483	0.4308603198
484	0.4307881163
485	0.4306213156
486	0.4305065852
487	0.4304346052
488	0.4303018156
489	0.4302013033
490	0.4301324607
491	0.4299949884
492	0.4298298529
493	0.4296725084
494	0.4295837981
495	0.4295153592
496	0.4294132191
497	0.4293240241
498	0.4292783013
499	0.4291135553
500	0.4290750144
501	0.4289287572
502	0.4288866124
503	0.428842038
504	0.4287392618
505	0.4286380019
506	0.4284731593
507	0.4282733996
508	0.4281580879
509	0.427972535
510	0.427833258
511	0.427747855
512	0.4276358097
513	0.4275825581
514	0.4274898231
515	0.4273848166
516	0.4273503441
517	0.427283494
518	0.427226965
519	0.4271208859
520	0.4269573797
521	0.4268185012
522	0.426719647
523	0.4266863339
524	0.4265665496
525	0.4264648431
526	0.4264033693
527	0.4263467002
528	0.4262161752
529	0.4261679902
530	0.4260068269
531	0.4258226378
532	0.425740576
533	0.4256559549
534	0.4255656408
535	0.4254527275
536	0.4253290704
537	0.4252522111
538	0.4251684125
539	0.4250930608
540	0.4249936673
541	0.4248988896
542	0.4248337546
543	0.4247124961
544	0.4246323568
545	0.4245871687
546	0.4245251602
547	0.4244281269
548	0.4243473558
549	0.4242933783
550	0.4242274451
551	0.4241017238
552	0.4240599789
553	0.4239616382
554	0.4238821147
555	0.4236899843
556	0.423591598
557	0.4235497232
558	0.4234664145
559	0.423413206
560	0.4233742003
561	0.4232694154
562	0.4232098227
563	0.4230635388
564	0.4230148707
565	0.4229485414
566	0.4228781754
567	0.422827729
568	0.422779467
569	0.4226811858
570	0.4225216603
571	0.4224933623
572	0.4223673323
573	0.4222398849
574	0.4220512165
575	0.4219579109
576	0.4218558333
577	0.421788865
578	0.4217213744
579	0.4216572726
580	0.4214780575
581	0.4214297356
582	0.4213529322
583	0.4212400438
584	0.4212065073
585	0.4211446571
586	0.4210396158
587	0.4209719396
588	0.4209262374
589	0.4208160135
590	0.4207188857
591	0.4205955684
592	0.4204900199
593	0.4203775484
594	0.4202998097
595	0.4202237406
596	0.4201339165
597	0.4200531284
598	0.4200092271
599	0.4199084197
600	0.4198478237
601	0.419745228
602	0.4196866882
603	0.4195947543
604	0.419565672
605	0.4194665904
606	0.419361078
607	0.4192817372
608	0.4191958999
609	0.4191305238
610	0.4190913164
611	0.4189759537
612	0.418836848
613	0.4187578242
614	0.4187154744
615	0.4186783145
616	0.4185852343
617	0.4185520311
618	0.4185187738
619	0.4184467689
620	0.4183608397
621	0.4183307603
622	0.4182657565
623	0.4182142392
624	0.4181535742
625	0.4180619371
626	0.4179899053
627	0.4178959558
628	0.417872542
629	0.4177520894
630	0.4177323894
631	0.4176477382
632	0.4175460548
633	0.4174146775
634	0.41736994
635	0.4173122655
636	0.4172807028
637	0.4171978426
638	0.4171314534
639	0.4170504093
640	0.4169647751
641	0.4168583855
642	0.416814415
643	0.4167375515
644	0.4166623025
645	0.4164839291
646	0.4164035703
647	0.4163754328
648	0.4162526675
649	0.4161335418
650	0.416040716
651	0.4159441548
652	0.4158311575
653	0.4156684905
654	0.4156256463
655	0.4154961092
656	0.4154172835
657	0.4153210523
658	0.4152305523
659	0.4151774207
660	0.4151395063
661	0.4150981441
662	0.4150397473
663	0.414994062
664	0.414903013
665	0.4148660261
666	0.4148501269
667	0.4147501381
668	0.4146951286
669	0.4146309991
670	0.4145763167
671	0.4144942956
672	0.414437796
673	0.4143757972
674	0.4143236514
675	0.4142159744
676	0.4141467345
677	0.4141240868
678	0.414058859
679	0.4139521523
680	0.413895766
681	0.413795163
682	0.413740925
683	0.4136362855
684	0.4135698216
685	0.4135053466
686	0.4134361217
687	0.4133641319
688	0.4132524501
689	0.4131624255
690	0.4131200403
691	0.4129998103
692	0.4129232567
693	0.4128514007
694	0.4127707311
695	0.4127020464
696	0.4126239443
697	0.4125381165
698	0.4124980714
699	0.4124518878
700	0.4124041846
701	0.4123642305
702	0.4122955236
703	0.4122084914
704	0.4121812212
705	0.4121170454
706	0.4120573678
707	0.4120417083
708	0.4119819715
709	0.4119265905
710	0.4118886165
711	0.4117509614
712	0.4117087131
713	0.4116374286
714	0.4115582249
715	0.4114914742
716	0.4114316554
717	0.4113556331
718	0.4112579439
719	0.4112292166
720	0.4111593765
721	0.4111014665
722	0.4110414748
723	0.4110063327
724	0.4109138339
725	0.410835413
726	0.4108015122
727	0.4107121624
728	0.4106577226
729	0.4106128717
730	0.4105724169
731	0.4104760353
732	0.4103983704
733	0.4103572211
734	0.4103003319
735	0.4102736575
736	0.4102043258
737	0.4101853969
738	0.4101059043
739	0.4100457531
740	0.4099993705
741	0.4099500659
742	0.4098690447
743	0.4097630472
744	0.4097080335
745	0.4096069153
746	0.4095441767
747	0.4094937502
748	0.4094191602
749	0.4093335875
750	0.4092357016
751	0.4091833718
752	0.4091376159
753	0.4090798732
754	0.4090384677
755	0.4089705565
756	0.4088997514
757	0.4088105973
758	0.408763716
759	0.4087084309
760	0.4086441849
761	0.4086124996
762	0.408578362
763	0.4085186408
764	0.4084650397
765	0.4084200355
766	0.4083507675
767	0.4082972697
768	0.4082304636
769	0.4081786502
770	0.408136402
771	0.4080756518
772	0.4080007418
773	0.4079378002
774	0.4078780596
775	0.4078135524
776	0.4077310466
777	0.407676819
778	0.4076129374
779	0.4075539189
780	0.4074915724
781	0.4074448061
782	0.4073823057
783	0.4073228376
784	0.4072720057
785	0.4072184928
786	0.4071359244
787	0.4070760703
788	0.4070399357
789	0.4069698769
790	0.4069171007
791	0.4068622764
792	0.4067912559
793	0.4067609986
794	0.4067173332
795	0.4066656265
796	0.4065960769
797	0.406539115
798	0.4064705337
799	0.4063152026
800	0.4062595499
801	0.4061857678
802	0.4061425375
803	0.4060861729
804	0.4060631048
805	0.4060151712
806	0.4059675258
807	0.4059104839
808	0.4058309738
809	0.4057622341
810	0.4056457843
811	0.4056030992
812	0.4055385925
813	0.4054867963
814	0.4054462063
815	0.4054176316
816	0.4053666293
817	0.4053049668
818	0.4052863432
819	0.4052403506
820	0.4052090367
821	0.4051570894
822	0.4050817177
823	0.4050316538
824	0.4049374154
825	0.4048813152
826	0.4048369696
827	0.4047985423
828	0.404777409
829	0.4047210267
830	0.404676353
831	0.4046227438
832	0.4045788069
833	0.4045195038
834	0.4045030611
835	0.4044422228
836	0.4043728196
837	0.4043348361
838	0.4042768763
839	0.4042195989
840	0.4041855015
841	0.4041583306
842	0.4041364632
843	0.4040606417
844	0.4040312108
845	0.403989266
846	0.4039695568
847	0.4039060922
848	0.4038854872
849	0.4037968917
850	0.4037414223
851	0.4036964534
852	0.4036502631
853	0.4036010454
854	0.4035075857
855	0.4034588827
856	0.4034077726
857	0.4033913319
858	0.4033293472
859	0.4032772588
860	0.4032222047
861	0.4031817813
862	0.4031434343
863	0.4030912089
864	0.4030592915
865	0.4030188999
866	0.4029875796
867	0.402964153
868	0.4029463974
869	0.4029173091
870	0.4028680305
871	0.4027910072
872	0.4027327416
873	0.4026673963
874	0.4026168428
875	0.4025611846
876	0.40250575
877	0.4024673506
878	0.4024341087
879	0.4024134408
880	0.4023535196
881	0.4022603741
882	0.4022001183
883	0.4021307304
884	0.4020803643
885	0.4020204041
886	0.4019797718
887	0.4019348773
888	0.4019119087
889	0.4018918431
890	0.4018499424
891	0.40180186
892	0.4017617571
893	0.4017030705
894	0.4016605117
895	0.401611107
896	0.4015670853
897	0.4015204705
898	0.4014768885
899	0.4014309105
900	0.4013675294
901	0.401329722
902	0.4012632737
903	0.4012439035
904	0.4011802846
905	0.4011341085
906	0.4010971167
907	0.4010526646
908	0.4010306225
909	0.4009800581
910	0.4009159655
911	0.4008300588
912	0.4007858351
913	0.4007608752
914	0.4007321741
915	0.4007158522
916	0.4006772036
917	0.4006654501
918	0.4006280322
919	0.4005145601
920	0.4004651096
921	0.4004329503
922	0.4003802582
923	0.4003438484
924	0.4002990617
925	0.4002696908
926	0.4002405065
927	0.4002069975
928	0.400161888
929	0.400090718
930	0.4000447805
931	0.4000213145
932	0.3999642161
933	0.3999440016
934	0.399897641
935	0.399864941
936	0.3998054886
937	0.3997895313
938	0.3997570371
939	0.3996933277
940	0.3996500302
941	0.3996078553
942	0.3995772563
943	0.3995288535
944	0.399480069
945	0.3994389968
946	0.3993681403
947	0.399322127
948	0.3992438039
949	0.3992033403
950	0.3991703353
951	0.399159773
952	0.3991088709
953	0.3990734699
954	0.3990295559
955	0.3989670231
956	0.3989353076
957	0.3988990115
958	0.3988709138
959	0.3988377928
960	0.3988192222
961	0.398776281
962	0.3987491116
963	0.3987123792
964	0.3986542953
965	0.398603542
966	0.3985590546
967	0.3985432619
968	0.3984982206
969	0.3984597628
970	0.3983999755
971	0.3983891614
972	0.3983473454
973	0.3983163853
974	0.3982400118
975	0.398178182
976	0.3981180689
977	0.3980725337
978	0.3980360811
979	0.3980067193
980	0.3979730709
981	0.397939956
982	0.3979085662
983	0.3978729301
984	0.3978153179
985	0.3977620063
986	0.3977438333
987	0.3977156032
988	0.397644988
989	0.3976202996
990	0.3975685508
991	0.3975327267
992	0.3974954008
993	0.3974595844
994	0.397398695
995	0.3973657316
996	0.3973114756
997	0.3972705922
998	0.3972411566
999	0.3971946754
1000	0.3971614923
1001	0.3971070921
1002	0.397037536
1003	0.3969749859
1004	0.3969450141
1005	0.3968855315
1006	0.3968355297
1007	0.3968188616
1008	0.3967940595
1009	0.3967596814
1010	0.3967005777
1011	0.3966426943
1012	0.3965752599
1013	0.3965483655
1014	0.3965051492
1015	0.3964566867
1016	0.3963918488
1017	0.3963687273
1018	0.3963366323
1019	0.3962865427
1020	0.3962584823
1021	0.3961896222
1022	0.3960942877
1023	0.396070717
1024	0.3960202816
1025	0.3959934129
1026	0.3959524128
1027	0.3959243613
1028	0.3958759148
1029	0.3958529197
1030	0.395812564
1031	0.3957700871
1032	0.3957318472
1033	0.3957049428
1034	0.3956920738
1035	0.3956683105
1036	0.3956447057
1037	0.3955909606
1038	0.3955665264
1039	0.395507155
1040	0.3954449636
1041	0.3954133384
1042	0.3953836608
1043	0.3953619558
1044	0.3953131573
1045	0.3952856506
1046	0.3952137082
1047	0.3951564991
1048	0.3950912402
1049	0.3950602516
1050	0.3950433304
1051	0.3949972409
1052	0.3949763874
1053	0.3949412714
1054	0.3949135773
1055	0.3948856795
1056	0.394860537
1057	0.3948421487
1058	0.3947807237
1059	0.3947632168
1060	0.3947149749
1061	0.3946874441
1062	0.3946347901
1063	0.394589395
1064	0.3944896548
1065	0.3944241923
1066	0.3943855119
1067	0.3943465952
1068	0.3943189024
1069	0.3942778867
1070	0.394240873
1071	0.3942171489
1072	0.3941787399
1073	0.3941540483
1074	0.3941264174
1075	0.3941073363
1076	0.3940666196
1077	0.3940442885
1078	0.3940000172
1079	0.3939583491
1080	0.3939442434
1081	0.393888555
1082	0.3938626796
1083	0.3938321899
1084	0.393801603
1085	0.3937745944
1086	0.3937512748
1087	0.393708889
1088	0.3936653338
1089	0.3936110127
1090	0.393588072
1091	0.3935442926
1092	0.3935248187
1093	0.3935069009
1094	0.3934955993
1095	0.3934270422
1096	0.3933903506
1097	0.3933462786
1098	0.3932960625
1099	0.3932742853
1100	0.3932343444
1101	0.3931903758
1102	0.3931511288
1103	0.3931060033
1104	0.3930696758
1105	0.3929891646
1106	0.3929484597
1107	0.3929288703
1108	0.3928955725
1109	0.3928709488
1110	0.3928314731
1111	0.3927899398
1112	0.3927562033
1113	0.3927232494
1114	0.3926923029
1115	0.3926451984
1116	0.3926244092
1117	0.3925843127
1118	0.3925479251
1119	0.392522825
1120	0.3925075614
1121	0.3924805184
1122	0.3924665247
1123	0.3924441074
1124	0.3924181435
1125	0.3923949919
1126	0.3923349227
1127	0.3923076576
1128	0.3922808258
1129	0.3922329051
1130	0.3922028091
1131	0.3921277098
1132	0.3920825861
1133	0.3920476041
1134	0.392026344
1135	0.3919853536
1136	0.3919621791
1137	0.391931852
1138	0.3918995426
1139	0.3918845061
1140	0.3918522227
1141	0.3918280432
1142	0.3918154393
1143	0.3917899126
1144	0.3917574757
1145	0.3917385759
1146	0.3917254405
1147	0.3916910113
1148	0.3916351917
1149	0.3916032009
1150	0.3915794826
1151	0.3915437445
1152	0.3915025675
1153	0.391468174
1154	0.391422788
1155	0.3913979019
1156	0.3913690971
1157	0.3913497156
1158	0.39132735
1159	0.3912879586
1160	0.391212602
1161	0.3911892568
1162	0.3911682945
1163	0.3911374922
1164	0.3911001341
1165	0.3910569927
1166	0.3910108388
1167	0.3909815863
1168	0.39095402
1169	0.390932007
1170	0.3908776873
1171	0.3908492447
1172	0.3908179699
1173	0.3907724708
1174	0.3907219122
1175	0.3906972512
1176	0.390672098
1177	0.3906386025
1178	0.3906113446
1179	0.3905909696
1180	0.3905592302
1181	0.3905388315
1182	0.3905104831
1183	0.3904995713
1184	0.3904654373
1185	0.3904345034
1186	0.3903982288
1187	0.3903692836
1188	0.3902978856
1189	0.3902666266
1190	0.3902396427
1191	0.3901966217
1192	0.3901644341
1193	0.3901462413
1194	0.390113778
1195	0.390061968
1196	0.3900490214
1197	0.390025174
1198	0.389991146
1199	0.3899709648
1200	0.3899399061
1201	0.3899181393
1202	0.3898947837
1203	0.3898741174
1204	0.3898382189
1205	0.3898199466
1206	0.3898031333
1207	0.3897906823
1208	0.3897606438
1209	0.3897285887
1210	0.3896990289
1211	0.3896810403
1212	0.3896695807
1213	0.3896439451
1214	0.3896051563
1215	0.3895638171
1216	0.3895460713
1217	0.389529478
1218	0.389472208
1219	0.3894448046
1220	0.3894071336
1221	0.3893714084
1222	0.3893452917
1223	0.3893131828
1224	0.3892829911
1225	0.3892685769
1226	0.3892401291
1227	0.3892095459
1228	0.389187738
1229	0.3891769768
1230	0.3891525344
1231	0.3890962722
1232	0.3890473591
1233	0.3890186534
1234	0.3889768182
1235	0.3889465106
1236	0.3889141222
1237	0.3888911004
1238	0.3888687094
1239	0.3888098779
1240	0.3887813682
1241	0.3887487277
1242	0.3887080273
1243	0.3886746794
1244	0.3886501562
1245	0.3886213414
1246	0.3885912428
1247	0.3885522572
1248	0.3885388721
1249	0.3885044105
1250	0.388487234
1251	0.3884730797
1252	0.3884472621
1253	0.3884193722
1254	0.3884016163
1255	0.3883634815
1256	0.3883336127
1257	0.3882995772
1258	0.3882621523
1259	0.3882284671
1260	0.3882148576
1261	0.3882007981
1262	0.3881691374
1263	0.3881269771
1264	0.3881125712
1265	0.3880857993
1266	0.3880473147
1267	0.3880159406
1268	0.3879877613
1269	0.3879576884
1270	0.3879337194
1271	0.3879030267
1272	0.3878832288
1273	0.3878491294
1274	0.3878211132
1275	0.3878002756
1276	0.3877878901
1277	0.3877555401
1278	0.3877323733
1279	0.3877086493
1280	0.3876794051
1281	0.3876529803
1282	0.3876262371
1283	0.3876069976
1284	0.3875842532
1285	0.3875595113
1286	0.3875200379
1287	0.3874871913
1288	0.3874536204
1289	0.387415934
1290	0.3873877504
1291	0.3873625578
1292	0.3873331093
1293	0.3873069764
1294	0.3872675717
1295	0.3872436363
1296	0.3872289313
1297	0.387197006
1298	0.387168219
1299	0.3871493005
1300	0.3871340472
1301	0.3871094997
1302	0.3870832891
1303	0.387055549
1304	0.3870377203
1305	0.3870120283
1306	0.3869822776
1307	0.3869711965
1308	0.3869573434
1309	0.3869083022
1310	0.3868841467
1311	0.3868564147
1312	0.3868390228
1313	0.3868238365
1314	0.3868006097
1315	0.3867851917
1316	0.3867722552
1317	0.3867544335
1318	0.3867207349
1319	0.3866947115
1320	0.3866752401
1321	0.3866564462
1322	0.3866365848
1323	0.386621719
1324	0.3866026906
1325	0.386569331
1326	0.3865551115
1327	0.386503069
1328	0.3864671596
1329	0.386429415
1330	0.3863868447
1331	0.3863728121
1332	0.386343539
1333	0.3863282345
1334	0.3863176406
1335	0.3862986412
1336	0.3862657482
1337	0.3862310598
1338	0.386212906
1339	0.3861950363
1340	0.3861640961
1341	0.386129129
1342	0.3860865861
1343	0.386076078
1344	0.3860533371
1345	0.3860217209
1346	0.3859878484
1347	0.3859619887
1348	0.3859217085
1349	0.385896876
1350	0.3858749116
1351	0.3858594376
1352	0.3858345303
1353	0.3858103707
1354	0.3857910753
1355	0.3857689122
1356	0.3857435823
1357	0.3857024686
1358	0.3856889815
1359	0.3856707497
1360	0.38566076
1361	0.385623267
1362	0.3855876188
1363	0.3855523918
1364	0.3855345952
1365	0.3854899977
1366	0.3854646491
1367	0.3854467121
1368	0.3854336944
1369	0.38540428
1370	0.385400858
1371	0.3853740519
1372	0.3853491607
1373	0.3853198517
1374	0.3853017333
1375	0.385263058
1376	0.3852467466
1377	0.3852270222
1378	0.3852131693
1379	0.3851807572
1380	0.3851552582
1381	0.385145079
1382	0.3851366513
1383	0.3851108096
1384	0.3851017122
1385	0.3850778153
1386	0.3850529044
1387	0.3850349064
1388	0.3850207401
1389	0.384996559
1390	0.3849800886
1391	0.384950795
1392	0.3849355887
1393	0.3849284782
1394	0.3849120742
1395	0.3848841867
1396	0.3848570317
1397	0.3848264661
1398	0.3847979385
1399	0.3847734597
1400	0.3847511373
1401	0.3847284024
1402	0.3847133029
1403	0.3846876255
1404	0.3846737737
1405	0.3846451526
1406	0.3846163259
1407	0.3845859485
1408	0.3845710555
1409	0.384553917
1410	0.3845210716
1411	0.3844990985
1412	0.3844858323
1413	0.3844549649
1414	0.3844357887
1415	0.3844126371
1416	0.384389047
1417	0.3843681205
1418	0.3843185327
1419	0.3843053042
1420	0.3842425441
1421	0.3842246181
1422	0.3842151407
1423	0.3841953393
1424	0.3841651494
1425	0.3841503487
1426	0.3841036053
1427	0.3840919303
1428	0.3840747066
1429	0.3840615198
1430	0.3840349701
1431	0.3840050275
1432	0.3839864689
1433	0.3839601562
1434	0.3839385933
1435	0.3839130985
1436	0.38389424
1437	0.3838654394
1438	0.3838457442
1439	0.3838284558
1440	0.3838123757
1441	0.3837892621
1442	0.383774981
1443	0.3837588561
1444	0.3837320329
1445	0.3837147012
1446	0.3836958087
1447	0.3836553927
1448	0.3836364537
1449	0.3836289866
1450	0.3835898067
1451	0.3835705386
1452	0.3835522076
1453	0.383526628
1454	0.3834940793
1455	0.3834741571
1456	0.3834517934
1457	0.3834278231
1458	0.383400413
1459	0.3833604743
1460	0.3833437369
1461	0.3833250325
1462	0.3832938998
1463	0.3832833343
1464	0.3832597121
1465	0.3832154103
1466	0.3831952831
1467	0.3831767603
1468	0.3831551492
1469	0.3831297617
1470	0.3831032987
1471	0.3830838015
1472	0.3830503989
1473	0.3830238403
1474	0.3830102441
1475	0.3829977469
1476	0.3829819911
1477	0.382947626
1478	0.3829306262
1479	0.3829151058
1480	0.3828927671
1481	0.38287024
1482	0.382843296
1483	0.3828190455
1484	0.3828010837
1485	0.382777196
1486	0.3827451012
1487	0.3827233604
1488	0.3827113487
1489	0.38269262
1490	0.3826839509
1491	0.3826709066
1492	0.3826520323
1493	0.3826395173
1494	0.3826196806
1495	0.3825961161
1496	0.3825798895
1497	0.3825679256
1498	0.3825439494
1499	0.3825363517
1500	0.3825209098
1501	0.3824926251
1502	0.3824705818
1503	0.3824371073
1504	0.382416905
1505	0.3823596105
1506	0.3823362005
1507	0.3823207626
1508	0.3822947368
1509	0.3822723695
1510	0.3822612306
1511	0.3822393157
1512	0.3822160646
1513	0.3821986772
1514	0.3821803108
1515	0.3821588448
1516	0.3821407591
1517	0.3821200585
1518	0.3821014026
